OrderID,Date,Customer,Region,Category,MenuItem,Quantity,Price,Sales
1351,07:30.4,Customer_67,South,Healthy,Burger,2,925,1850
1352,24:40.2,Customer_135,West,Healthy,Curry,2,860,1720
1353,41:50.1,Customer_83,West,Healthy,Curry,1,130,130
1354,58:59.9,Customer_227,North,Continental,Steak,4,634,2536
1355,16:09.8,Customer_283,North,Continental,Curry,2,525,1050
1356,33:19.7,Customer_219,North,Fast Food,Burger,3,493,1479
1357,50:29.5,Customer_288,East,Continental,Curry,4,771,3084
1358,07:39.4,Customer_5,South,Asian,Curry,5,462,2310
1359,24:49.2,Customer_58,South,Healthy,Sushi,1,536,536
1360,41:59.1,Customer_39,West,Main Course,Burger,5,769,3845
1361,59:09.0,Customer_77,North,Main Course,Curry,4,650,2600
1362,16:18.8,Customer_280,East,Main Course,Pizza,4,181,724
1363,33:28.7,Customer_19,South,Asian,Burger,4,455,1820
1364,50:38.5,Customer_190,East,Main Course,Tacos,5,357,1785
1365,07:48.4,Customer_299,North,Main Course,Tacos,4,817,3268
1366,24:58.2,Customer_283,North,Fast Food,Pizza,5,688,3440
1367,42:08.1,Customer_76,South,Asian,Noodles,4,623,2492
1368,59:18.0,Customer_221,West,Asian,Noodles,3,394,1182
1369,16:27.8,Customer_66,West,Main Course,Pizza,4,323,1292
1370,33:37.7,Customer_22,North,Asian,Burger,5,624,3120
1371,50:47.5,Customer_158,North,Fast Food,Steak,2,145,290
1372,07:57.4,Customer_187,West,Fast Food,Steak,4,766,3064
1373,25:07.3,Customer_21,North,Healthy,Salad,2,212,424
1374,42:17.1,Customer_184,South,Fast Food,Noodles,3,332,996
1375,59:27.0,Customer_108,South,Healthy,Noodles,1,116,116
1376,16:36.8,Customer_128,East,Main Course,Sandwich,3,459,1377
1377,33:46.7,Customer_53,West,Healthy,Curry,4,322,1288
1378,50:56.5,Customer_182,North,Healthy,Sushi,2,965,1930
1379,08:06.4,Customer_287,East,Main Course,Sushi,2,799,1598
1380,25:16.3,Customer_209,South,Healthy,Pizza,5,547,2735
1381,42:26.1,Customer_80,West,Fast Food,Sandwich,2,955,1910
1382,59:36.0,Customer_122,South,Main Course,Curry,5,464,2320
1383,16:45.8,Customer_84,North,Asian,Sushi,1,774,774
1384,33:55.7,Customer_91,East,Healthy,Noodles,4,425,1700
1385,51:05.6,Customer_212,North,Fast Food,Steak,5,566,2830
1386,08:15.4,Customer_13,North,Asian,Steak,1,513,513
1387,25:25.3,Customer_92,West,Main Course,Curry,2,554,1108
1388,42:35.1,Customer_171,West,Main Course,Sushi,2,685,1370
1389,59:45.0,Customer_211,North,Main Course,Curry,1,332,332
1390,16:54.8,Customer_128,West,Fast Food,Burger,2,323,646
1391,34:04.7,Customer_137,East,Asian,Burger,1,930,930
1392,51:14.6,Customer_82,East,Main Course,Sandwich,5,511,2555
1393,08:24.4,Customer_56,North,Fast Food,Pizza,5,671,3355
1394,25:34.3,Customer_196,East,Continental,Sushi,1,434,434
1395,42:44.1,Customer_20,North,Fast Food,Sushi,5,321,1605
1396,59:54.0,Customer_241,East,Continental,Salad,5,136,680
1397,17:03.9,Customer_114,South,Asian,Noodles,5,377,1885
1398,34:13.7,Customer_103,North,Main Course,Noodles,3,295,885
1399,51:23.6,Customer_236,East,Main Course,Sushi,4,963,3852
1400,08:33.4,Customer_180,South,Healthy,Burger,2,583,1166
1401,25:43.3,Customer_157,North,Main Course,Pizza,3,341,1023
1402,42:53.1,Customer_117,East,Asian,Pasta,5,423,2115
1403,00:03.0,Customer_115,East,Fast Food,Curry,1,830,830
1404,17:12.9,Customer_13,South,Asian,Pasta,5,291,1455
1405,34:22.7,Customer_99,West,Main Course,Tacos,4,116,464
1406,51:32.6,Customer_205,West,Fast Food,Burger,5,623,3115
1407,08:42.4,Customer_169,South,Asian,Salad,1,500,500
1408,25:52.3,Customer_143,South,Main Course,Steak,4,985,3940
1409,43:02.2,Customer_36,North,Main Course,Sandwich,5,804,4020
1410,00:12.0,Customer_143,West,Main Course,Sandwich,4,121,484
1411,17:21.9,Customer_180,North,Healthy,Burger,2,573,1146
1412,34:31.7,Customer_261,East,Healthy,Tacos,2,219,438
1413,51:41.6,Customer_205,South,Healthy,Sandwich,5,309,1545
1414,08:51.4,Customer_275,North,Fast Food,Curry,4,405,1620
1415,26:01.3,Customer_170,South,Asian,Sandwich,1,369,369
1416,43:11.2,Customer_15,North,Fast Food,Sushi,5,803,4015
1417,00:21.0,Customer_60,East,Fast Food,Burger,2,786,1572
1418,17:30.9,Customer_134,East,Main Course,Tacos,2,384,768
1419,34:40.7,Customer_92,West,Continental,Pizza,5,815,4075
1420,51:50.6,Customer_298,West,Continental,Steak,4,775,3100
1421,09:00.4,Customer_136,East,Main Course,Burger,2,862,1724
